Conv0 active,Conv0 num filters,Conv0 batch normalization,Conv0 activation,Conv0 dropout,Conv0 max pooling,Conv1 active,Conv1 num filters,Conv1 batch normalization,Conv1 activation,Conv1 dropout,Conv1 max pooling,Conv2 active,Conv2 num filters,Conv2 batch normalization,Conv2 activation,Conv2 dropout,Conv2 max pooling,Conv3 active,Conv3 num filters,Conv3 batch normalization,Conv3 activation,Conv3 dropout,Conv3 max pooling,Conv4 active,Conv4 num filters,Conv4 batch normalization,Conv4 activation,Conv4 dropout,Conv4 max pooling,Dense0 active,Dense0 num nodes,Dense0 batch normalization,Dense0 activation,Dense0 dropout,Dense1 active,Dense1 num nodes,Dense1 batch normalization,Dense1 activation,Dense1 dropout,Dense2 active,Dense2 num nodes,Dense2 batch normalization,Dense2 activation,Dense2 dropout,Dense3 active,Dense3 num nodes,Dense3 batch normalization,Dense3 activation,Dense3 dropout,Optimizer,Val Loss,Val Accuracy
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.03184189274907112,0.9897000193595886
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,0,0,256,1,1,3,0,1024,0,0,4,0,256,1,1,2,0,0.05909474939107895,0.9810000061988831
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.02722075581550598,0.9908000230789185
1,64,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.040392015129327774,0.988099992275238
1,32,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.0326027050614357,0.9891999959945679
1,64,1,0,4,2,1,64,0,1,9,0,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.0494125634431839,0.9837999939918518
1,32,1,0,4,0,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,1,1,128,1,1,6,2,0,32,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.029800305142998695,0.9902999997138977
1,32,1,0,4,1,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.04702369496226311,0.9842000007629395
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.03222307562828064,0.9897000193595886
1,64,1,0,4,2,1,64,0,1,9,1,0,32,1,1,3,1,0,64,1,1,9,0,0,16,0,1,1,1,0,256,1,0,0,0,256,1,1,3,0,64,0,0,4,1,512,1,1,1,0,3.964521884918213,0.34299999475479126
1,32,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.03636449575424194,0.9883999824523926
1,64,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.04980197548866272,0.9836000204086304
1,32,1,0,4,2,1,64,0,1,9,2,0,32,1,1,3,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,1,3,0,64,0,0,4,1,512,1,1,1,0,0.049775030463933945,0.9832000136375427
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,3,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.0350370928645134,0.989300012588501
1,32,1,0,4,0,1,64,0,1,9,2,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.03418678790330887,0.9882000088691711
1,32,1,0,4,2,1,64,0,1,9,0,0,32,1,1,2,0,0,16,1,1,9,0,0,16,0,1,1,1,0,16,0,0,1,1,512,1,0,7,0,1024,0,0,4,0,256,1,1,2,0,0.04112118110060692,0.9861999750137329
